Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken,Obstacles
Greedy,2,0.37,0,12,98.93374548369019,57,91.44834295815802,59,1630,4.502439260482788,19
Speedy,2,0.37,0.5,12,106.29056356078407,60,97.18726255134654,62,1688,6.5014564990997314,19
Normal,2,0,0,12,105.27927233234473,64,96.49498834707632,66,2926,8.455987691879272,19
Spaced,2,0,0.5,12,95.83935988427476,54,87.75773735002356,56,2440,8.946245908737183,19
Greedy,2,0.37,0,12,107.13176798633985,67,100.44201855394206,69,2958,9.928311586380005,19
Speedy,2,0.37,0.5,12,102.85708079550305,60,92.51345757953284,62,1780,7.96197509765625,19
Normal,2,0,0,12,108.81547474090276,68,97.66689001481684,70,4592,16.567747354507446,19
Spaced,2,0,0.5,12,107.33555786156266,65,95.50725772868418,67,2453,9.398458480834961,19
Greedy,2,0.37,0,12,107.1391183513905,65,96.20930081387525,67,3690,13.07822561264038,19
Speedy,2,0.37,0.5,12,98.60749940350429,56,92.73630015550089,58,2335,10.978429794311523,19
Normal,2,0,0,12,104.79356968427581,65,96.06420373481124,67,3501,10.948224067687988,19
Spaced,2,0,0.5,12,102.97688162608156,58,94.23506884551198,60,1787,6.326862096786499,19
Greedy,2,0.37,0,12,97.94329979501596,53,89.89474142829097,55,640,1.7716219425201416,19
Speedy,2,0.37,0.5,12,102.76637230009979,53,92.56284312632368,55,394,1.533160924911499,19
Normal,2,0,0,12,111.45518690042216,63,100.92633778584464,65,2715,7.397710800170898,19
Spaced,2,0,0.5,12,108.3944783778935,62,97.56172783853486,64,2909,11.962247133255005,19
Greedy,2,0.37,0,12,96.74838186789545,54,89.86436834272438,56,2418,7.453843116760254,19
Speedy,2,0.37,0.5,12,92.51153853385976,49,83.79220225668848,51,240,0.995725154876709,19
Normal,2,0,0,12,102.99946397183886,58,94.91533995108674,60,1962,5.260909795761108,19
Spaced,2,0,0.5,12,103.21728116729653,57,95.39246672143979,59,1102,3.8559956550598145,19
Greedy,2,0.37,0,12,106.81020763367641,61,97.79897608194949,63,3355,11.816158294677734,19
Speedy,2,0.37,0.5,12,101.2116153893842,53,94.70534747951086,55,365,1.5682921409606934,19
Normal,2,0,0,12,106.24091133213933,59,97.71239823189488,61,2189,5.415834665298462,19
Spaced,2,0,0.5,12,105.68270326185174,61,95.96976858992986,63,1643,6.006819248199463,19
Greedy,2,0.37,0,12,107.53381867612947,62,96.30178568555934,64,2196,6.3910980224609375,19
Speedy,2,0.37,0.5,12,114.06285693736045,67,102.83083349799163,69,2906,13.869338512420654,19
Normal,2,0,0,12,103.99588100734799,57,93.16074537629164,59,1939,4.92734956741333,19
Spaced,2,0,0.5,12,96.57544063067922,56,87.5890160005422,58,2258,8.669018507003784,19
Greedy,2,0.37,0,12,110.99491508347391,64,102.15570830816837,66,2540,7.863656282424927,19
Speedy,2,0.37,0.5,12,100.37401459533291,62,94.43115879639146,64,2521,12.565522193908691,19
Normal,2,0,0,12,98.23574134574454,58,90.18232577594756,60,3399,10.159961462020874,19
Spaced,2,0,0.5,12,104.38511406191637,58,94.17713910941625,60,1994,7.431838512420654,19
Greedy,2,0.37,0,12,109.00823356406747,62,100.87548466967922,64,682,1.552173137664795,19
Speedy,2,0.37,0.5,12,88.27014897918436,50,82.28579084662258,52,2292,9.510330200195312,19
Normal,2,0,0,12,102.9090561647273,62,93.3685494066023,64,3283,9.884713888168335,19
Spaced,2,0,0.5,12,93.32544259043968,52,88.30762311636902,54,1264,4.643181562423706,19
Greedy,2,0.37,0,12,110.66059058581425,62,101.93955501057326,64,1633,4.524503231048584,19
Speedy,2,0.37,0.5,12,107.76458260433466,60,98.03131027189205,62,1385,5.225738286972046,19
Normal,2,0,0,12,105.1947703830356,60,95.34746093094819,62,2743,7.634856462478638,19
Spaced,2,0,0.5,12,104.17600773667075,59,96.42696191547887,61,2399,9.352543115615845,19
Greedy,2,0.37,0,12,104.35548552093466,58,94.76696581337455,60,2682,8.739564180374146,19
Speedy,2,0.37,0.5,12,100.8574117333545,61,91.65955369378257,63,2439,11.358055591583252,19
Normal,2,0,0,12,106.74606626007271,61,97.6840589017493,63,2353,6.3469462394714355,19
Spaced,2,0,0.5,12,94.13025139336273,55,87.00586227669945,57,2470,9.50787901878357,19
Greedy,2,0.37,0,12,105.88369605516526,61,93.94897807333058,63,2693,8.982285976409912,19
Speedy,2,0.37,0.5,12,99.4070757027081,54,92.57319132505862,56,712,2.667161703109741,19
Normal,2,0,0,12,99.3564548728461,61,89.36490844252397,63,3481,10.708841323852539,19
Spaced,2,0,0.5,12,99.75843258899283,52,92.59305180542577,54,1751,6.2644312381744385,19
Greedy,2,0.37,0,12,101.12112826406674,53,93.75118474143645,55,323,0.8146514892578125,19
Speedy,2,0.37,0.5,12,102.24283815124132,61,92.08354175235102,63,2973,14.950482368469238,19
Normal,2,0,0,12,99.13937520830297,56,88.68740384219024,58,1438,3.2124452590942383,19
Spaced,2,0,0.5,12,93.78813927073503,49,86.95020193447479,51,396,1.6512808799743652,19
Greedy,2,0.37,0,12,110.6975758423812,61,101.47350168112587,63,686,1.7897462844848633,19
Speedy,2,0.37,0.5,12,95.74126178249747,57,88.67287299379701,59,2598,12.42825722694397,19
Normal,2,0,0,12,98.85374127752785,56,91.2970502543532,58,1020,2.353153705596924,19
Spaced,2,0,0.5,12,103.1787602924145,54,94.50455578674185,56,469,1.9370360374450684,19
Greedy,2,0.37,0,12,106.4625549078722,61,97.2428716789349,63,3116,10.787656545639038,19
Speedy,2,0.37,0.5,12,94.89427878501952,54,86.73145091870884,56,1605,6.7017669677734375,19
Normal,2,0,0,12,94.13217044575494,52,88.62863926159375,54,1123,2.4136054515838623,19
Spaced,2,0,0.5,12,102.79316286800197,61,94.47849052403625,63,3334,14.268626928329468,19
Greedy,2,0.37,0,12,105.63158155310165,62,94.52500070137974,64,2547,8.336626529693604,19
Speedy,2,0.37,0.5,12,95.36538413273101,51,88.39278448507973,53,723,3.0549731254577637,19
Normal,2,0,0,12,107.75675330831622,64,97.63893055998402,66,4355,15.138526201248169,19
Spaced,2,0,0.5,12,93.41290121921847,51,85.80216663322524,53,865,3.040524482727051,19
Greedy,2,0.37,0,12,94.4476828847636,50,86.7842465862324,52,410,0.9434328079223633,19
Speedy,2,0.37,0.5,12,107.42699538538038,63,100.01769484298737,65,1682,7.603654146194458,19
Normal,2,0,0,12,93.69118739403721,53,86.24036124024391,55,1921,4.555103302001953,19
Spaced,2,0,0.5,12,100.76134487402041,58,92.35652551121927,60,1349,4.809660911560059,19
Greedy,2,0.37,0,12,112.2219566194218,70,100.92590833111052,72,2979,9.725999355316162,19
Speedy,2,0.37,0.5,12,101.42617611995172,56,91.74909234676882,58,721,2.945552110671997,19
Normal,2,0,0,12,103.4112247278554,55,94.24081814389514,57,1221,2.8493783473968506,19
Spaced,2,0,0.5,12,101.08620418980937,53,94.80664737187838,55,487,1.7798898220062256,19
Greedy,2,0.37,0,12,106.98047608989233,62,97.29241245989547,64,2823,9.658893585205078,19
Speedy,2,0.37,0.5,12,98.35848694736404,57,90.66356097197139,59,2713,13.512107849121094,19
Normal,2,0,0,12,107.87901053241151,61,99.25403142961946,63,2308,6.188966274261475,19
Spaced,2,0,0.5,12,93.90766077954375,53,86.04204544491142,55,2497,9.761038064956665,19
Greedy,2,0.37,0,12,111.71817093275841,70,101.12948420352814,72,3627,13.25318694114685,19
Speedy,2,0.37,0.5,12,99.3947618075748,56,92.59360583425037,58,1091,4.517460346221924,19
Normal,2,0,0,12,94.50257134432559,50,87.7823314513453,52,634,1.6162915229797363,19
Spaced,2,0,0.5,12,103.60883038488336,60,95.91008797236572,62,1518,5.1066577434539795,19
Greedy,2,0.37,0,12,95.41062521408378,53,88.62877917154213,55,1730,4.668902158737183,19
Speedy,2,0.37,0.5,12,106.85474886062806,61,95.00677072884385,63,1999,8.907440900802612,19
Normal,2,0,0,12,97.7554413248428,56,90.34099536681957,58,2030,5.128432750701904,19
Spaced,2,0,0.5,12,113.35557266071781,65,101.16654921327412,67,2201,8.638527631759644,19
Greedy,2,0.37,0,12,99.84153667784473,53,92.56711651447266,55,595,1.5459942817687988,19
Speedy,2,0.37,0.5,12,95.03863542805641,50,87.2863976197624,52,1052,4.43646764755249,19
Normal,2,0,0,12,101.72253997241332,54,90.3847541012919,56,856,1.835162878036499,19
Spaced,2,0,0.5,12,97.2774341421377,52,91.00238095037518,54,616,2.2834041118621826,19
Greedy,2,0.37,0,12,102.9548037635848,57,93.92017228967572,59,2252,6.754622936248779,19
Speedy,2,0.37,0.5,12,93.1430439789754,50,84.51917454003745,52,447,1.6711771488189697,19
Normal,2,0,0,12,108.09761243108852,64,96.11280549696293,66,1581,3.714292287826538,19
Spaced,2,0,0.5,12,105.80003587320215,59,96.24497535860355,61,1715,5.94566011428833,19
Greedy,2,0.37,0,12,100.77343639852086,58,93.24867653250081,60,1172,3.0892374515533447,19
Speedy,2,0.37,0.5,12,94.15985251863293,52,87.23729378566863,54,737,2.7223284244537354,19
Normal,2,0,0,12,113.02917643182559,61,101.96194883597586,63,2592,6.706038951873779,19
Spaced,2,0,0.5,12,98.47733847167585,56,89.83708488655496,58,2171,8.536598205566406,19
Greedy,2,0.37,0,12,109.33790632159534,59,100.61520028589943,61,1021,2.539278984069824,19
Speedy,2,0.37,0.5,12,96.16012742851565,53,87.14992167455118,55,891,3.4226863384246826,19
Normal,2,0,0,12,95.98562411586562,55,87.60293870073819,57,1566,3.566723585128784,19
Spaced,2,0,0.5,12,96.7448999876128,54,86.91373761831801,56,1278,4.154239177703857,19
Greedy,2,0.37,0,12,102.97216836189442,60,93.3898291797325,62,2664,8.119303226470947,19
Speedy,2,0.37,0.5,12,102.44745810337884,55,94.46534492190905,57,290,1.1918203830718994,19
Normal,2,0,0,12,103.72384913711399,70,95.40127390017538,72,3712,11.784959554672241,19
Spaced,2,0,0.5,12,101.38847401370083,55,93.10368295923105,57,721,2.525418281555176,19
Greedy,2,0.37,0,12,108.57323805371173,65,95.30868526824959,67,1760,4.75540018081665,19
Speedy,2,0.37,0.5,12,102.73090458784311,61,93.10385353492119,63,2790,13.830214500427246,19
Normal,2,0,0,12,110.42513524321795,69,99.29802975733905,71,5408,20.862194538116455,19
Spaced,2,0,0.5,12,91.46961811878062,49,85.39183045043254,51,1257,4.217788219451904,19
Greedy,2,0.37,0,12,102.4250696361754,55,95.42174347670812,57,511,1.2384848594665527,19
Speedy,2,0.37,0.5,12,106.01636208351833,61,95.1490431905579,63,1858,8.25972294807434,19
Normal,2,0,0,12,95.65637762047132,55,86.06202402628591,57,1533,3.495969772338867,19
Spaced,2,0,0.5,12,97.66131529764475,53,87.64563041889625,55,1054,3.580653667449951,19
Greedy,2,0.37,0,12,107.10046634416486,61,96.18406304653466,63,3459,12.422484874725342,19
Speedy,2,0.37,0.5,12,102.39439379100791,57,93.18972527771766,59,1819,7.999634027481079,19
Normal,2,0,0,12,102.70525126209556,58,94.537293491376,60,1785,4.314583778381348,19
Spaced,2,0,0.5,12,102.51792213065349,58,93.76889724139338,60,1103,3.87247633934021,19
Greedy,2,0.37,0,12,111.5866362272226,64,103.69627538666084,66,2175,6.01629114151001,19
Speedy,2,0.37,0.5,12,101.75800807023555,61,92.04158478301399,63,1887,8.231212377548218,19
Normal,2,0,0,12,114.15292774687674,64,102.60412134609732,66,1862,4.566335439682007,19
Spaced,2,0,0.5,12,111.52578149823243,64,100.37774767323171,66,1724,6.334647178649902,19
Greedy,2,0.37,0,12,107.70887397649123,62,99.35465386721235,64,2421,7.818515062332153,19
Speedy,2,0.37,0.5,12,103.50395655536961,59,93.86773756975434,61,2336,10.361613035202026,19
Normal,2,0,0,12,102.88624820779066,64,92.43509028190873,66,4836,17.04659605026245,19
Spaced,2,0,0.5,12,96.10509829157259,53,86.28638768424817,55,1207,3.8265154361724854,19
Greedy,2,0.37,0,12,96.99626547713304,59,90.78703509211606,61,2524,7.933737277984619,19
Speedy,2,0.37,0.5,12,96.02168339601778,52,85.6990414401827,54,1180,4.578444242477417,19
Normal,2,0,0,12,105.12934350414245,59,93.17365445242426,61,1009,2.272216796875,19
Spaced,2,0,0.5,12,97.26857387916395,54,89.31299547917732,56,995,3.4152252674102783,19
Greedy,2,0.37,0,12,105.51566718425147,62,98.48165906903637,64,2118,6.244568586349487,19
Speedy,2,0.37,0.5,12,106.37174431490475,60,96.64899600574566,62,2016,8.336526870727539,19
Normal,2,0,0,12,107.40708166815568,63,98.38564814799363,65,2836,7.743279218673706,19
Spaced,2,0,0.5,12,100.79450757352376,56,92.58336956771942,58,1610,5.833407878875732,19
Greedy,2,0.37,0,12,108.99183321751306,68,96.85550023616334,70,2213,6.653280973434448,19
Speedy,2,0.37,0.5,12,101.68578006467371,53,92.78217492769465,55,446,1.8561534881591797,19
Normal,2,0,0,12,108.41980141189319,65,95.04974728346188,67,3532,10.589988231658936,19
Spaced,2,0,0.5,12,100.34359698029367,57,89.98865119010281,59,2207,8.233011484146118,19
Greedy,2,0.37,0,12,107.06817643267532,57,98.46062246233144,59,661,1.7254934310913086,19
Speedy,2,0.37,0.5,12,106.90951780269258,61,97.9727012855959,63,1485,6.088479280471802,19
Normal,2,0,0,12,101.56911614503696,56,92.74878443033947,58,2683,7.219809293746948,19
Spaced,2,0,0.5,12,96.61798011085627,53,89.13724042205216,55,664,2.0691165924072266,19
Greedy,2,0.37,0,12,104.3331836464536,58,93.23523331816956,60,758,1.8961880207061768,19
Speedy,2,0.37,0.5,12,103.9263282614343,57,95.8297027963672,59,1347,5.408524990081787,19
Normal,2,0,0,12,101.26551991344198,60,89.77925065510794,62,2664,7.211268186569214,19
Spaced,2,0,0.5,12,94.145100871466,51,87.97223839776555,53,1025,3.3496179580688477,19
Greedy,2,0.37,0,12,107.98858067706102,58,98.28844207061846,60,511,1.2486939430236816,19
Speedy,2,0.37,0.5,12,97.52722512722744,57,91.81966939633544,59,1589,6.3484392166137695,19
Normal,2,0,0,12,101.87619561620926,58,94.11233176503761,60,977,2.2200286388397217,19
Spaced,2,0,0.5,12,105.86360823889672,56,96.5430374305157,58,1233,4.343527793884277,19
Greedy,2,0.37,0,12,101.5594089975701,57,92.93324322955259,59,1763,4.612722873687744,19
Speedy,2,0.37,0.5,12,111.78822309795237,66,96.51364926882627,68,2441,11.1956946849823,19
Normal,2,0,0,12,97.28241622441894,56,89.11556095736981,58,2673,7.232133388519287,19
Spaced,2,0,0.5,12,104.91910013898834,57,96.72608287927828,59,1651,5.764782190322876,19
Greedy,2,0.37,0,12,112.50423203825987,72,104.54877932277148,74,2105,5.775266647338867,19
Speedy,2,0.37,0.5,12,107.29280084813192,64,98.75947860251462,66,1963,8.831639051437378,19
Normal,2,0,0,12,100.79940158485651,54,92.29671223512767,56,459,1.0753202438354492,19
Spaced,2,0,0.5,12,108.93579056317287,65,98.58645524652444,67,2639,10.876497745513916,19
Greedy,2,0.37,0,12,113.2674132914255,68,98.37988067228214,70,3418,12.583701610565186,19
Speedy,2,0.37,0.5,12,104.61264688681203,58,95.7004764329748,60,1279,4.887500762939453,19
Normal,2,0,0,12,99.22864584575008,58,87.59743385999711,60,1889,4.646677732467651,19
Spaced,2,0,0.5,12,98.76045305232017,61,88.82708585332377,63,2430,9.653029680252075,19
Greedy,2,0.37,0,12,102.3621426411863,54,94.17686861915773,56,382,0.9969768524169922,19
Speedy,2,0.37,0.5,12,108.90984013335344,63,101.37398487655763,65,2118,8.84674859046936,19
Normal,2,0,0,12,101.54100591896142,57,91.64728606531695,59,1116,2.686030864715576,19
Spaced,2,0,0.5,12,99.03342514822583,63,90.14324684567839,65,2886,11.692950963973999,19
Greedy,2,0.37,0,12,101.49419010798897,54,94.7749907807313,56,767,1.9675037860870361,19
Speedy,2,0.37,0.5,12,103.25184855587221,61,94.32156401060374,63,3220,16.43615460395813,19
Normal,2,0,0,12,90.79166845295487,53,84.89191529378112,55,2386,6.042389154434204,19
Spaced,2,0,0.5,12,103.34277055940746,57,96.71398889991166,59,1892,6.739482879638672,19
Greedy,2,0.37,0,12,94.04097490609418,52,88.7642889498684,54,1111,2.7899951934814453,19
Speedy,2,0.37,0.5,12,109.26982712011927,57,101.57624984277537,59,639,2.4817886352539062,19
Normal,2,0,0,12,103.60143274745951,56,92.71699068092876,58,1709,4.1265764236450195,19
Spaced,2,0,0.5,12,107.27422518324222,60,98.89839844296723,62,1772,5.8307201862335205,19
Greedy,2,0.37,0,12,103.46555380669538,64,95.3447453291084,66,2818,9.255987644195557,19
Speedy,2,0.37,0.5,12,100.28700831759187,59,91.2455388301247,61,2206,10.677441358566284,19
Normal,2,0,0,12,97.72528209811814,60,91.7518401547517,62,2997,8.641973495483398,19
Spaced,2,0,0.5,12,97.9744843960536,52,87.5636545989258,54,548,1.9561522006988525,19
Greedy,2,0.37,0,12,104.68128096376209,59,96.90531770867575,61,1585,4.125241994857788,19
Speedy,2,0.37,0.5,12,106.10980955760596,58,99.87842246595966,60,535,2.2465713024139404,19
Normal,2,0,0,12,104.99934167169609,63,95.27197040885403,65,3718,11.710731506347656,19
Spaced,2,0,0.5,12,101.2774802770091,55,94.27101035589719,57,1888,7.022590637207031,19
Greedy,2,0.37,0,12,111.07238430511714,66,100.61561124614671,68,2417,7.673694372177124,19
Speedy,2,0.37,0.5,12,87.82351783468411,49,82.45655288109303,51,397,1.470750331878662,19
Normal,2,0,0,12,107.45357026821968,62,98.74883833206424,64,3165,9.497042655944824,19
Spaced,2,0,0.5,12,89.91617705125324,48,85.23788829660236,50,1327,4.623770475387573,19
Greedy,2,0.37,0,12,104.60170819522838,59,95.4176099648007,61,1442,3.8886468410491943,19
Speedy,2,0.37,0.5,12,107.99688684974574,62,97.008753313405,64,2782,14.371553659439087,19
Normal,2,0,0,12,115.03083300850093,68,101.26982409229312,70,2755,7.847317218780518,19
Spaced,2,0,0.5,12,96.45512010976762,55,88.50115356064123,57,1605,5.916570425033569,19
Greedy,2,0.37,0,12,105.90858749049208,57,98.17050389012738,59,455,1.3513424396514893,19
Speedy,2,0.37,0.5,12,89.88570212477894,48,82.713009981141,50,621,2.263838052749634,19
Normal,2,0,0,12,92.2243668836753,50,85.45662551564796,52,1004,2.422625780105591,19
Spaced,2,0,0.5,12,99.68933864281685,55,90.58226721744363,57,1699,6.072223424911499,19
Greedy,2,0.37,0,12,102.68497223487047,56,92.13035582764617,58,1004,2.353522777557373,19
Speedy,2,0.37,0.5,12,91.71188357951443,50,83.75129204092694,52,1542,5.708816051483154,19
Normal,2,0,0,12,101.5030487757412,54,93.76068790336835,56,789,1.8609371185302734,19
Spaced,2,0,0.5,12,99.08048694125625,61,93.07401436945985,63,2389,9.813591003417969,19
Greedy,2,0.37,0,12,101.68712478843295,54,92.27040871877314,56,563,1.436305046081543,19
Speedy,2,0.37,0.5,12,100.36721879111845,57,91.37337586189571,59,1384,5.502066612243652,19
Normal,2,0,0,12,108.19045967931449,68,99.00596672219619,70,4329,14.753607749938965,19
Spaced,2,0,0.5,12,107.89535770467465,62,98.23816763778115,64,2794,11.243945360183716,19
Greedy,2,0.37,0,12,105.03390093111743,61,97.53758284453717,63,1731,4.735512733459473,19
Speedy,2,0.37,0.5,12,98.05820239563384,54,93.15293719377783,56,2084,9.190047264099121,19
Normal,2,0,0,12,97.87216568352194,54,90.09429767145727,56,1147,2.627713203430176,19
Spaced,2,0,0.5,12,95.64387468683643,51,90.22629325935675,53,440,1.4703569412231445,19
Greedy,2,0.37,0,12,101.46045075441683,57,92.54759823740052,59,1567,4.0302183628082275,19
Speedy,2,0.37,0.5,12,97.18611190382347,52,89.57174481502888,54,665,2.9040908813476562,19
Normal,2,0,0,12,107.82531838863525,65,96.81658394401654,67,3136,9.162561655044556,19
Spaced,2,0,0.5,12,99.37125627975611,58,92.74565274575934,60,2087,7.891034841537476,19
Greedy,2,0.37,0,12,93.32923379236456,52,84.97275353398165,54,1917,5.149516582489014,19
Speedy,2,0.37,0.5,12,104.39517042538021,55,97.95153158975131,57,789,2.866072416305542,19
Normal,2,0,0,12,113.81027467413476,65,99.82126230033857,67,3933,12.645057201385498,19
Spaced,2,0,0.5,12,101.81043735199829,56,91.14843384159091,58,1549,5.2613396644592285,19
Greedy,2,0.37,0,12,115.4046974456349,65,100.64762306397017,67,1115,3.070107936859131,19
Speedy,2,0.37,0.5,12,92.63020479287927,53,85.78346256856109,55,2815,13.28798532485962,19
Normal,2,0,0,12,92.21126090598193,50,83.06312332921658,52,793,1.8765771389007568,19
Spaced,2,0,0.5,12,105.44630406198243,62,96.94478839367868,64,1972,7.225396394729614,19
Greedy,2,0.37,0,12,104.74702092934045,65,94.81593261224484,67,2980,10.248846769332886,19
Speedy,2,0.37,0.5,12,109.76727289347068,63,99.45475204398666,65,1941,8.331514596939087,19
Normal,2,0,0,12,114.12483258397563,70,102.59115149724329,72,3881,12.036807775497437,19
Spaced,2,0,0.5,12,102.8225263845092,57,93.81622743212912,59,1643,5.632720708847046,19
Greedy,2,0.37,0,12,96.12033662091203,53,90.53877755283293,55,797,2.0921108722686768,19
Speedy,2,0.37,0.5,12,105.93001628406597,59,96.67138817177191,61,2013,9.35937213897705,19
Normal,2,0,0,12,100.34198741171585,58,92.06478886532189,60,1587,3.9898288249969482,19
Spaced,2,0,0.5,12,113.72793844145819,65,102.91261441872383,67,1925,7.045790910720825,19
Greedy,2,0.37,0,12,106.73860876144506,60,97.11499094908972,62,3196,11.07690167427063,19
Speedy,2,0.37,0.5,12,102.53640332021175,58,92.60290191728876,60,1533,6.237338066101074,19
Normal,2,0,0,12,110.4567152225014,61,99.43413920576512,63,2635,7.237340927124023,19
Spaced,2,0,0.5,12,106.70396950966898,60,96.66243917248615,62,1756,6.241263389587402,19
Greedy,2,0.37,0,12,95.33704325547257,50,84.53961172130175,52,338,0.8613865375518799,19
Speedy,2,0.37,0.5,12,101.0357024926497,59,94.59360027194609,61,1969,8.564385414123535,19
Normal,2,0,0,12,106.45788507886807,61,98.39564933024566,63,3943,12.58359694480896,19
Spaced,2,0,0.5,12,106.98471753514599,62,96.38592395646464,64,2384,9.286718130111694,19
Greedy,2,0.37,0,12,112.98173939703977,71,104.29393390266107,73,2220,6.579238653182983,19
Speedy,2,0.37,0.5,12,91.99127083270642,49,84.4970804529326,51,429,1.7484683990478516,19
Normal,2,0,0,12,103.91340497809297,58,94.11700512644563,60,1573,3.7560408115386963,19
Spaced,2,0,0.5,12,97.31769632456442,52,89.64228482748771,54,1002,3.493791341781616,19
Greedy,2,0.37,0,12,110.8269179386231,63,100.67196636998693,65,1998,5.604647397994995,19
Speedy,2,0.37,0.5,12,98.08801783481557,52,91.93747520281059,54,527,2.0624935626983643,19
Normal,2,0,0,12,100.01369185468118,56,91.5280331533495,58,2710,7.298222541809082,19
Spaced,2,0,0.5,12,98.17610849617934,52,90.58054063098764,54,1672,6.029193878173828,19
Greedy,2,0.37,0,12,110.72675106330313,69,101.01814214351036,71,2908,9.691904067993164,19
Speedy,2,0.37,0.5,12,101.28236467470883,57,91.3974612246312,59,1511,5.955755233764648,19
Normal,2,0,0,12,99.2951742640228,56,91.8014919861306,58,2081,5.294418573379517,19
Spaced,2,0,0.5,12,96.34245095314208,51,89.50800619773756,53,1082,3.5563342571258545,19
Greedy,2,0.37,0,12,96.97314846178404,51,89.16976226353397,53,720,1.711402177810669,19
Speedy,2,0.37,0.5,12,96.38840121292723,58,87.73053453330225,60,1465,5.280677795410156,19
Normal,2,0,0,12,105.0646343123424,63,93.29861688458303,65,3300,9.499592065811157,19
Spaced,2,0,0.5,12,92.60461317227262,51,85.3946578863275,53,2077,7.830762624740601,19
Greedy,2,0.37,0,12,113.8020161220069,64,105.26584429027717,66,2228,6.71131706237793,19
Speedy,2,0.37,0.5,12,102.29660921936025,59,95.26903211391046,61,2860,13.554245948791504,19
Normal,2,0,0,12,99.49622100818178,59,88.8437530776758,61,2005,4.789019584655762,19
Spaced,2,0,0.5,12,109.84208517434796,65,98.95392625872445,67,2712,10.628682613372803,19
Greedy,2,0.37,0,12,105.97851534390756,59,98.02991412477269,61,3736,13.456775665283203,19
Speedy,2,0.37,0.5,12,105.64087312103754,61,95.47244518099673,63,1911,7.964732885360718,19
Normal,2,0,0,12,116.08434807844047,71,103.74758875809498,73,4033,12.65433382987976,19
Spaced,2,0,0.5,12,90.78083403071068,50,81.74071280189527,52,893,2.9516804218292236,19
Greedy,2,0.37,0,12,93.49229796309514,56,87.08413584900325,58,2109,5.786389112472534,19
Speedy,2,0.37,0.5,12,96.27338995855536,56,90.32003538831619,58,1461,5.408979415893555,19
Normal,2,0,0,12,96.1769029175755,51,87.81301843815818,53,649,1.6228961944580078,19
Spaced,2,0,0.5,12,98.02890791121158,53,89.876963288371,55,1050,4.478031158447266,19
Greedy,2,0.37,0,12,97.97726512456373,52,90.95518303274474,54,1181,3.0829741954803467,19
Speedy,2,0.37,0.5,12,105.93800323554301,62,98.32812064032787,64,1409,6.192169189453125,19
Normal,2,0,0,12,101.07394054296324,61,91.89364801827793,63,3601,10.737216234207153,19
Spaced,2,0,0.5,12,106.04730555018399,60,98.46065562654915,62,2697,10.756928443908691,19
Greedy,2,0.37,0,12,113.82118466316,70,104.49794567578286,72,2576,7.929034471511841,19
Speedy,2,0.37,0.5,12,100.30551323579795,57,91.76369980649338,59,2435,11.524902820587158,19
Normal,2,0,0,12,100.73941460494669,56,92.61633016018492,58,2596,6.975043535232544,19
Spaced,2,0,0.5,12,114.33344757200645,67,101.0358403379476,69,2691,10.65171504020691,19
Greedy,2,0.37,0,12,111.76846126161644,68,102.18582277496816,70,2234,6.446678161621094,19
Speedy,2,0.37,0.5,12,112.78084423823985,66,103.19104433253956,68,1980,8.575804233551025,19
Normal,2,0,0,12,107.28471415708796,60,98.30353297796613,62,2034,4.989073991775513,19
Spaced,2,0,0.5,12,96.01064728238696,51,88.64858038731842,53,369,1.3547465801239014,19
Greedy,2,0.37,0,12,94.82857493401032,51,84.69421467254337,53,522,1.2463500499725342,19
Speedy,2,0.37,0.5,12,109.44346676729278,62,98.91568416009834,64,1774,8.310863494873047,19
Normal,2,0,0,12,100.04814055203573,58,91.2246443248287,60,2396,6.275784015655518,19
Spaced,2,0,0.5,12,103.66215778262146,57,95.9107671484408,59,2120,7.676331281661987,19
Greedy,2,0.37,0,12,96.87970889708134,52,88.16647366629064,54,769,1.7026989459991455,19
Speedy,2,0.37,0.5,12,107.12543341700356,58,96.94946339024546,60,687,2.733985185623169,19
Normal,2,0,0,12,120.86143087730558,73,105.13663079200033,75,2612,7.027148485183716,19
Spaced,2,0,0.5,12,93.3400887679675,53,83.52584544262461,55,1001,3.390514612197876,19
Greedy,2,0.37,0,12,110.63827617338681,61,99.31559817178747,63,1925,5.1419837474823,19
Speedy,2,0.37,0.5,12,99.87614131467302,55,93.19540855449218,57,1811,8.251368284225464,19
Normal,2,0,0,12,108.22972854419122,63,99.790466285624,65,3146,9.14324402809143,19
Spaced,2,0,0.5,12,100.8345454438113,56,93.26294175570504,58,1671,5.786550760269165,19
Greedy,2,0.37,0,12,95.2293403632496,52,86.19747192113651,54,861,2.024096727371216,19
Speedy,2,0.37,0.5,12,105.72591228522398,59,93.24606950022797,61,2523,11.44196629524231,19
Normal,2,0,0,12,105.15177796490337,66,94.62079204109713,68,4194,13.644705295562744,19
Spaced,2,0,0.5,12,101.86447253217808,60,88.65247265307531,62,2994,12.362884283065796,19
Greedy,2,0.37,0,12,106.37290496676304,67,95.12294450333279,69,3666,13.18431544303894,19
Speedy,2,0.37,0.5,12,101.27563602420042,54,91.50669901735084,56,892,3.36950945854187,19
Normal,2,0,0,12,110.72394647882379,64,101.13038915427036,66,3698,11.559411764144897,19
